class,g_reflection,i_reflection,speed,brightness,time_of_observance,volume
fighter,10.439157768334912,5.5750845202376995,100.32837092660482,0.12833112895139406,137805,11.59181425209991
fighter,8.687808116221394,4.767740366940031,633.5230799092274,0.19540570594753653,564575,10.935678878505955
fighter,7.038051065445359,3.2843397165318495,593.1672606103663,0.11141014090626072,361571,10.243558704626869
fighter,13.737626474876329,3.414243184523419,124.76462064501735,0.13714805165515817,206014,11.174986630457004
fighter,11.285641524499884,5.03301432423652,512.2336039903785,0.180720777486664,340837,11.0238117765185
fighter,10.29963266665899,4.0232416973433995,113.70851708472865,0.15242795457266795,295767,11.897845222224982
transport,2.487455183849599,9.058790210129759,62.129168965096675,0.4595542703098155,181424,39.69498497146339
transport,4.4251980811450125,7.944789859550298,62.72982900498614,0.5360353342280406,127466,43.95150804397482
transport,2.7079940893402976,8.05876354152579,62.44113376196808,0.30361306300822066,311154,41.71794161387666
transport,4.112585687562131,6.952320222487594,62.160234108084744,0.3473910700735227,318568,45.218284742262895
fighter,8.574845983619388,4.325620797046653,149.14044114859237,0.10959877329756935,164284,9.838147264705274
fighter,10.248387930579295,3.995427384210064,276.44597322420157,0.14383047587704237,241916,13.738606750676682
fighter,11.364427483248834,6.379924327536829,643.6049513644867,0.1031040858845941,244633,14.01191174328953
fighter,5.306695874415214,7.759608966888016,256.6506669896179,0.11461056957267646,490384,9.782131493856786
transport,3.929257184428633,6.818730975779424,62.96223421714217,0.4585889917731948,299248,39.99224842765526
fighter,8.242246458549923,4.552393755189946,453.8295160232033,0.16214318399296276,404970,10.943663402596648
fighter,11.262134731999174,6.320002019257815,347.02237431448094,0.19779132699375698,191615,11.868123738707885
transport,4.664604716811413,7.121179216262755,62.26323683553691,0.47191336522662214,427600,48.06254164815627
transport,2.918721277727923,8.914644230331225,63.0875381230759,0.5557622319406583,277094,45.00089012864776
transport,5.25858756477904,8.999355313932366,62.14114129727465,0.35374584224697087,221447,49.03148806405274
cruiser,13.11633705781293,7.855095199908809,192.40506588066455,0.529053915140155,13590,355.94297238430266
fighter,9.535637729963165,8.211261117740898,63.644750956644444,0.15728899888385772,418014,13.887042602952132
fighter,9.773318563914625,8.534638772782108,603.052408508963,0.130226330329484,177674,14.209753726947167
fighter,10.826160757076508,4.690457104165622,484.9086760523919,0.16835101274398567,256576,10.037335442883226
cruiser,11.971952967974833,8.05288745869537,88.66976854652583,0.7917566230113547,168197,465.5069107734534
fighter,9.534443757349859,2.665911319346441,659.298468619921,0.12771868631364802,298268,10.294866437718452
fighter,6.866908882763298,3.2365181302994697,580.8773739736764,0.1697275403528561,435771,10.614998455143239
transport,3.5189852406817774,7.055767121967962,62.72633901143164,0.32020100424432874,197149,43.86016243303495
fighter,12.814619638666487,8.600631624231445,359.0968935301044,0.16917662814736387,550212,12.801448172173851
cruiser,15.610821324623934,11.025257202838134,304.86514898152944,0.6890238700684799,302592,362.2468622050837
transport,3.54387852085107,8.003052713519805,62.33362433605342,0.30698430390472475,367075,42.65407347384536
transport,2.505957497361439,7.052067304543915,63.28790813218628,0.5762375840427847,301758,41.17387175997645
cruiser,16.270347037515684,8.062756987424118,236.02695245170034,0.7098152335057043,268611,469.91224464905446
transport,2.502463759515983,7.153997995225532,62.03869309910118,0.5056595081925597,268951,41.995175163851556
transport,1.9397839449029664,8.97101600188639,63.422846868498745,0.3692954767291712,127462,48.38689059267222
fighter,5.23977944266246,3.9002046598318776,11.70499224125984,0.13132412875679153,302576,10.728627938811874
fighter,7.083094466832144,5.62594403599746,633.6556026655181,0.153264164134959,224630,14.093985467817165
cruiser,11.12530355835667,8.126638891708016,167.53442817633177,0.5115885456809572,348841,373.0150828967039
transport,3.6826099130213366,9.089972220064519,62.64157488275761,0.5994476111574705,565996,48.97679976756018
fighter,10.915970951493895,4.745850550938017,533.8056159874916,0.12113505710605874,442479,14.24566645525749
transport,3.6961646234912253,6.906654407613991,62.65530936652814,0.41994140686950016,93311,49.27671614911973
fighter,9.833523184860113,3.606265659344321,141.68938217454345,0.16214325855706885,328675,13.726796728763956
fighter,11.644391180880621,6.682309374752292,278.0983859524932,0.1359751516010376,96320,11.040396489335356
cruiser,13.11029643472339,8.114546683887474,458.87623415085784,0.5580134188788103,449055,473.88066421095294
fighter,9.788346422515016,10.771233064246275,322.64959067168155,0.19627475297273,158661,11.854357532686041
cruiser,12.175355828674236,11.025973754197206,420.3648589533589,0.6357357937862718,39192,320.9458219289966
transport,4.6357583983878,8.881153376778032,64.79365171074235,0.4241796997326277,391827,40.150533722871785
transport,2.671187614998668,7.091414677776439,62.0343784779301,0.3613125013402203,458624,43.6801802619785
fighter,10.105338380538782,3.3198854995834637,289.43177639249797,0.10048144017577977,361904,9.973218213861768
fighter,8.437113130906313,9.0078461264755,467.49798404671463,0.10840771530683992,147172,11.085408203577293
transport,3.4955907220870874,7.965312942572407,63.40967058660315,0.4574279381729386,232033,40.08201825281634
fighter,7.954838290722039,3.942201216696913,165.6160780343992,0.12742856398839758,276205,10.961944488189259
transport,4.6573614947239586,7.01096797692376,62.816524323847716,0.4782464619704808,315311,49.18668166720121
cruiser,14.0885212424114,10.902241397722818,47.24048417856601,0.6489777590008495,243935,481.81705778565725
fighter,8.176644623209633,7.768829150504288,310.59390578160685,0.1272914338151466,441876,12.186597386204761
fighter,9.678404301249188,2.4957075009648015,121.54885065777786,0.1840277252021071,29289,12.660895087405743
fighter,8.154388954622608,2.758220730815531,695.8714228077977,0.12451345599472152,252229,13.758083835301104
transport,4.087350885719779,8.989295855406157,63.43127307621937,0.5806534334501022,78037,46.0382551332978
fighter,11.12305648473872,6.091792614540344,483.59555582118486,0.10751669155361251,380324,10.877188613986945
fighter,9.330001127897148,5.948824425061428,203.1773089061055,0.1335481642993617,502644,12.38140266233247
fighter,7.2501756349517406,6.719973899703745,692.9962040341658,0.11647937413387473,493575,12.030684300530368
transport,2.7870241647783907,8.033100251588795,63.92289911643419,0.39927969371939864,308455,42.034545905113326
fighter,10.242340688809113,2.952961742494196,375.6669734291992,0.16828572297016142,178627,13.913177570262675
transport,4.906941176115607,7.123140140875015,63.141781987168606,0.34279912477497254,414446,42.79263992414321
fighter,8.688228970623236,3.0918969474549636,86.01348852185141,0.18132685900693496,375224,10.826378856235154
transport,4.344364673713914,7.903558543566963,62.20766733382776,0.4537952147675962,472743,44.70889638499529
transport,4.057754796812541,7.96282403239375,62.476566358765744,0.40033413468599277,29416,41.95510025766986
transport,3.6621672687626097,7.012961446821307,62.75936001801888,0.37641044350857694,235093,48.72055033101309
cruiser,13.558743553701516,8.097601997550164,271.26126238161544,0.6549164330538286,91592,488.2534231909193
fighter,14.611032458661848,9.185191329361508,335.51472733125695,0.14302436112322256,494978,9.957833765236277
fighter,6.3371386395864375,3.848075987388616,520.9221970862028,0.18895567208438138,219089,9.724845606264987
fighter,11.24219658785475,4.058922206679343,519.9302919675184,0.19931569169799068,62134,10.34577138036405
fighter,9.470992990990375,7.585325648386753,486.87201297543083,0.10378668458668538,163273,13.209584599734404
transport,3.7268880508197624,6.980128544270308,62.309105608789494,0.5558878640355457,116093,39.89507781032793
fighter,7.418696528166766,6.467393575699989,633.4866493271976,0.15917831448788033,340656,13.898276004253194
transport,3.3955038628041336,6.855106487614747,62.830591841766065,0.5157164043481028,223749,42.57656502730138
fighter,6.7285917598980545,4.140314351096327,524.2526262030374,0.18895454980974463,68870,13.318859182810035
fighter,8.187245842960483,8.652098415032093,117.54048407118151,0.18994404434209897,148886,12.651623434754466
fighter,8.705564571863484,4.423551650863425,550.7920270342084,0.1909296442443024,315332,13.600869422974556
fighter,7.799955691883798,3.4088070381309086,235.70680620064144,0.11750698157764718,420949,14.145647118220019
cruiser,17.089350286535062,9.172174915081733,195.6495380680332,0.6952025758449174,480414,480.98861589554144
fighter,8.373797754835586,7.074044046834497,338.45463661947764,0.11249673817246991,104463,11.64452836739446
fighter,9.226142470510815,4.7496570792654405,109.8620880025247,0.14980772223824218,386436,12.076540586723917
transport,2.048392517506689,8.970348068562872,63.17604520506453,0.5478643338534745,325868,39.83316604988656
fighter,12.779919528691167,5.961102691691548,690.6178167677691,0.1587548348859768,194625,13.77824678153868
fighter,8.69976739626631,4.487942019664981,60.53367492697136,0.13474330228457418,411536,11.221583101584166
fighter,9.921140286033536,6.07938396822792,528.2463679037822,0.1010359306259536,175901,12.41130829367176
transport,4.157947256064421,9.137794796974728,62.24812938418136,0.3610126164063725,520989,44.30275789131549
fighter,5.1901266979796405,4.841028609558805,679.4441402913492,0.19395216232510865,465775,10.586738113399221
transport,2.464742681326148,7.833470953737413,62.728133631933254,0.5656072817361695,500476,42.91880163315273
fighter,11.057489054081936,7.382995642875626,160.07679421148725,0.1147007984883503,431008,12.359663028786281
transport,3.4728493553857707,7.069961773651004,62.861565119510274,0.4620087155891439,327068,49.028624573079725
transport,3.994496748848681,7.017256898615228,62.823320632861936,0.39274550189587853,406373,49.05850860462795
cruiser,15.024700297182257,8.08118269284605,372.6220065912446,0.43933206192314905,210162,430.21444486966357
transport,3.9775219366369767,7.988489836304628,62.052588819220475,0.364358888447145,176075,45.06794077519951
transport,3.2629314400413127,8.996001934579832,62.63824464744746,0.477249066682556,210822,44.93578348379848
transport,3.690937870427923,8.992922412688111,62.913328859843396,0.3636219140693623,200342,47.179970251259505
fighter,5.493729658309499,5.443912277283602,577.1383670283632,0.16731499282923146,408246,10.977396500571729
fighter,7.948476083852309,2.9388475358401065,680.8818201000063,0.1578839150764279,198664,10.666801492473871
transport,2.977174672950542,7.80133112027669,63.65902273880008,0.5266290331548323,160404,41.05896390368997
fighter,10.837600660332235,5.481510293320515,535.7788261988462,0.1997889676057723,371780,14.059476877461387
transport,3.0555515525848644,9.007686626799149,62.67719660192705,0.3683398780743759,72386,49.10656968344799
fighter,9.375075249068164,5.602742860317186,624.2140916270879,0.15360532935265264,319412,11.901961050271582
cruiser,10.856095075046257,8.808770305147823,91.11358448998783,0.6511557761327789,27759,474.4400405466506
transport,3.4744309589304705,7.997803821828414,62.85716139447219,0.4051839198365137,534328,44.4920688524977
fighter,10.709905233741788,6.716334654258134,594.053567315261,0.1632711976345521,295919,14.097893028947615
cruiser,14.19478809738229,8.866286225704835,184.85101829010776,0.7115960424115985,519236,393.1209883135974
transport,5.14868046372009,8.152126809276124,62.57155997949953,0.4714596910693574,253775,46.749748457984424
fighter,10.37737012076181,4.494901045256926,337.8725066296064,0.19102896120150922,394776,11.063471011969405
cruiser,16.216354975845015,8.89763898035716,329.5895491818975,0.50644331750901,521218,337.78444233337876
transport,2.5418841519786266,7.9859478233028245,62.60525616703673,0.4305025695814313,162505,48.14232613157275
transport,3.7791850449479347,7.115778293697029,63.74976845717,0.44631844291194134,429347,45.082382039686934
transport,2.7303842642123617,8.988944070897771,62.2471720334551,0.45904532792274555,496999,49.11959275327919
fighter,9.541747789888975,3.9179083747064527,188.61209793659268,0.16840257675820158,481171,9.846339857978293
fighter,7.640929858116318,6.380889737902854,106.67715539074284,0.1296638875535574,247493,13.667489947431203
transport,2.4237377536598506,7.958011746725047,62.048092347791595,0.58748191377779,411569,41.16635839195934
transport,4.82011418802546,6.964737641652694,62.42055008361122,0.46539007149340555,330368,44.025308143200306
transport,6.818899211114548,7.067337508434626,62.189377771560395,0.3035516658114953,353289,46.41378843761345
fighter,7.612635333244008,2.6955223757383244,171.07420367846987,0.1130541082441055,494609,10.153768520565457
fighter,9.987734429047276,5.9619175315201485,649.2328761943296,0.19255526455256214,465199,11.152314960358453
fighter,9.597057114075609,6.805941904704363,482.9530346250558,0.11922142052894699,28689,11.827723325059655
fighter,8.904360968062237,2.62245724083001,466.71634805807173,0.12166940646621055,258849,10.230658841962931
transport,2.648935425103345,6.923440438737064,62.747552794268934,0.482877706998182,417977,42.960593601898275
cruiser,15.697167893320447,8.950952262830617,108.16873512067512,0.6816586826062323,359226,449.9167635934068
transport,3.2317443284279688,8.859835887920235,62.108538396890104,0.5703644860464671,120127,39.65721717228407
fighter,9.363853107772792,5.075861507603031,528.406788028819,0.10348331914668932,407378,10.860486454275518
transport,2.5596333534729525,7.932011430656475,62.41013065388097,0.41052726043711435,186707,41.03422878171588
fighter,8.639079781639804,4.372644105685204,474.1997269939002,0.18769051249636842,391926,14.215717877479669
transport,3.7158326841007967,9.064072993472491,62.860515887206844,0.4590912046254739,21718,44.003167094943464
cruiser,11.1127245685949,9.22520620208691,347.06181519855784,0.5797854202414815,164271,435.025835166298
fighter,5.642595809116498,4.477809312178666,233.98501260741892,0.1737545742736653,326826,11.46304669728838
fighter,7.2874479233525955,4.074617589188209,652.2421169407041,0.10571571836257998,450450,12.286840590854588
transport,2.8765933919373454,9.075132363832305,62.35816930392698,0.4973731791535212,468582,42.47712893511504
transport,5.467275932045133,6.910295003623822,62.64048770782784,0.5671318642200844,500953,42.8690543519398
transport,3.823943637058374,7.955659801998705,62.69646003893519,0.508380421465827,159796,42.300881559497356
fighter,7.250049525701147,6.008889347741608,342.88531506178424,0.19876893969532802,505585,12.782103886039286
fighter,11.850349803719734,3.455086628597642,432.1973151625279,0.1322072099197631,396376,12.9377618035928
transport,2.9885263163571087,7.949032446368357,62.5181529067356,0.37535545644775437,549152,43.19639475815686
transport,5.135380376767584,9.064367887129064,62.03752026200721,0.5158856897560238,322528,46.24067304295447
transport,3.913448235806764,7.947405408641504,62.455014907805015,0.37262149612338696,452863,48.57183394296983
transport,4.3983649285643605,8.974313157626893,62.404677388657305,0.5029756922524034,550254,46.91007392510658
fighter,11.302968833888348,9.40388189442023,539.1555790452159,0.13426035651953705,303283,10.06449323355926
fighter,14.146592572353203,3.6682199575064227,557.524339394076,0.10627733152796442,452501,12.859688841940375
fighter,7.265150551726663,3.668071509198705,361.0337356199734,0.16424288759992015,508469,12.900596448970182
fighter,15.203309275193893,4.804718220042881,249.29771456733272,0.1958629723528167,445782,9.5595262625125
transport,3.4360437460416917,9.041326359147122,62.77845258256538,0.4487258195216418,446183,46.81947236180011
fighter,10.929634718416143,2.836821263690754,71.66795659513613,0.191976815233928,289942,11.041981074704468
cruiser,9.658506963209776,10.080771253361677,93.38631486678761,0.7441891647051595,418171,469.0164216608771
transport,2.5480250691432555,8.153200732875872,63.155369402442986,0.4299498442493833,44794,41.13417254854802
fighter,9.501309407384088,5.706948738087235,256.82473819954333,0.1828629156246914,80373,10.792665662328076
fighter,11.547268940801608,2.4450338333875137,512.4165332325098,0.1197507699503456,548407,13.25168647625765
cruiser,9.167092427111818,10.938478693970431,188.09725675307308,0.6554387804488784,475208,421.99149698954244
transport,6.23631268614124,9.006174361076177,62.94416681099695,0.4061888009182075,172592,49.23070540548095
fighter,12.377309789893108,5.473881764670883,27.25087328660046,0.17381941155272995,476679,10.1304640360675
fighter,7.189076179464707,7.276186375112721,173.45141775511976,0.19688485360004127,166679,10.379244649693156
fighter,6.719631340067713,5.093847854968361,247.55525146946064,0.17436474807222668,451619,11.95255870651015
transport,3.6510646561794595,8.021067208643682,62.21891937481007,0.5168846318033973,309720,42.68874865853244
fighter,9.064595789129426,5.287385113003641,417.58941913387713,0.19150015162190787,33424,10.812132629012053
cruiser,11.943762771008949,11.030913825183184,317.6519012917391,0.5021297834250261,373053,353.19256405088265
transport,4.19638809928617,7.939948213865877,63.285382745634806,0.3056830795536991,533595,40.68119594441892
cruiser,12.223421667996707,10.975806318643485,307.0482394419202,0.5006252575090855,109776,353.89120360155107
transport,3.9895923667678446,8.929113015609646,63.119564350851746,0.48075483990150725,159924,45.96197309848401
transport,2.8234534203492774,6.915771350040316,62.64798118356036,0.4676565490924131,471985,43.11908985440314
fighter,10.666371705023844,5.457976329234922,379.2725532808198,0.1616014991038835,28104,9.878538581266845
cruiser,15.619440353028116,8.0089349408947,319.08741124728897,0.4757573908088406,223467,490.0875505859958
cruiser,12.329337262884744,7.905595767005938,167.49008080565133,0.6699874958488483,161034,494.74216293017963
fighter,5.392608599093585,4.4493786989286574,512.8833733615189,0.18546065213312887,442069,11.244275317769034
fighter,9.105622889625748,3.5082541953382993,468.8491314898601,0.1922029764624032,66763,9.930165008521682
transport,5.664623019368174,7.057745426149892,62.92907391284059,0.44052492221983275,125300,41.70526224944378
transport,3.7384523997922874,6.818977363566315,62.6483222057296,0.4637557530992711,111111,43.05346407987744
transport,1.696823148316429,8.13304755427079,63.91379642612899,0.43769833985919504,21566,40.03038272711095
transport,5.677930805773743,9.085216083542646,63.25955500140069,0.3186210804968792,369855,43.61429402480386
transport,3.0064463020660908,8.921228778760701,62.31530330021497,0.44245386170339995,319824,42.04828539895713
transport,3.6568535473317034,7.899200659279902,62.118022629291815,0.3066363549423338,437864,41.96733416773859
transport,4.0854117063730016,9.025470078407636,62.74907857025435,0.5378804699121493,358440,49.337675584824645
fighter,10.14007507665198,6.231396255571992,487.64597924518375,0.17326730581546096,469427,12.964132442807328
cruiser,14.741165367264008,10.000167415896364,194.2583303509781,0.4074326979614576,438360,422.0085132255577
fighter,8.674583695397626,6.858649176302789,341.7935281566956,0.17463559102649445,151135,14.27481198012161
transport,2.9055660001264925,7.013362584362041,62.50343151621019,0.3247909217839097,61153,40.18857692523896
fighter,6.667557383494078,3.413419560061261,634.8851649186162,0.15000507653637352,310234,12.150980658631106
fighter,8.65739283877715,5.962721600079527,677.2256908776737,0.1172790155522833,43556,11.290044006282185
fighter,8.640316053141412,2.9608098415203696,214.06421356668568,0.1595518756847584,11061,11.03969702512167
transport,3.1834508715816976,9.145452671216475,62.123193469494296,0.44950860704525,546155,46.78938436513244
transport,2.7207091585768746,7.811585872868937,62.830642141213424,0.48270099365768104,179222,39.92821563045
fighter,10.416352516847306,2.8304867937163913,274.10776394626475,0.1080512635428913,421861,13.438680739259558
fighter,10.194576940483323,2.943725914608892,607.998932236523,0.13019762867793522,337231,11.867373812048033
fighter,7.129438143338853,3.740199922578054,334.95033598702065,0.14951537023546504,294344,9.711087419521968
cruiser,13.817153393529786,10.000808280807643,68.43819886582,0.6699052724267144,350573,353.2552628014524
cruiser,10.571279413892162,10.995848410245232,50.062758321276064,0.5374475632064628,64160,417.0911617463929
